Name,Price
Hp Pavilion 15 Gaming Core I5 8GB 1TB 3GB Nvidia KEYBOD LITE,"₦ 405,000"
"Hp 15 Intel Pentium Quad Core (500GB HDD,4GB RAM +32GB Flash+ USB Light For Keyboard Windows 10 Laptop- Black","₦ 238,000"
"Hp Pavilion15 Core I5,1TB,16GB,16GB Optane,2GB Nvidia Graphics Wins 10","₦ 378,000"
Hp 11 X360 Intel® Pentium® 4GB 500GB HDD WIN 10 HOME + Mouse,"₦ 297,000"
Lenovo Ideapad Celeron Quad-Core N4000- 32GB Flash Ut 1TB HDD 4GB RAM - Windows 10,"₦ 235,000"
"Lenovo Ideapad Intel Celeron 1TB 4GB RAM HDD 15.6"" Wins 10","₦ 185,000"
"Hp 15 Intel Core I3-2.0Ghz (8gb Ram,1TB Hdd )Windows 10","₦ 238,000"
"DELL Latitude 5490 Intel Core I3-8250U,1.6GHz,(4GB RAM,500HDD)14inch Win10Pro","₦ 220,000"
"Hp 15 Touch,Intel Pentium 1TB HDD,4GB RAM WIN10 Touch Screen + 32GB Flash Drive","₦ 238,000"
"DELL Precision 5520 FHD 1080P 15.6"" I7-7820HQ 32GB 512gb 4gb Nvidia Quadro Win 10","₦ 650,000"
"Hp 15 Intel Pentium Silver (1TB, 4GB RAM),Windows 10","₦ 222,900"
"DELL LATITUDE E7390 8Th Gen Corei5,1.6GHz,256GB SSD,8GB ,Win10pro","₦ 410,500"
"Hp Probook 450 G6, Intel Core I5, 500gb, 4Gb Ram, Backlit Keyboard, Win 10 Pro.","₦ 385,999"
"Hp 250 G7 Intel Core I3 (4GB,500GB HDD) Wins 10 Dark Ash Silver+ Free Mouse","₦ 230,000"
"Hp Pavilion 14 X360 8th Gen Intel Core I3 2.2 UpTo 3.4Ghz (1TB, 4GB HDD)Wins10+ Mouse","₦ 320,000"
"Hp Notebook 15 Intel Core I3 (8GB RAM, 1TB HDD) 32GB Flash+Mouse+USB Light For Keyboard 15.6-Inch Windows 10 Black Colour","₦ 234,000"
"DELL LATITUDE E7300 8Th Corei5,1.6GHz,256GB SSD,8GB ,Win10pro","₦ 398,500"
"Hp 240 G7 CORE I3 7TH GEN 1TB 4GB 14"" NO DVD Win 10 + Earbud","₦ 240,000"
Hp 15 INTEL PENTIUM DUAL CORE 4GB/500 HDD WIN 10,"₦ 205,000"
"Hp 15 Intel Corei3 2.2GHZ 1TB HDD, 4GB RAM Touchscreen""15.6""Screen+32 Flast Drive Mouse","₦ 270,000"
"Hp Notebook 15 Intel Core I3 (16GB RAM, 1TB HDD)-Windows 10","₦ 255,000"
"Hp Notebook-15""Intel Core I5 -10210U Touchscreen -10th Gen - 8GB RAM - 1TB HDD - Win10","₦ 350,000"
"DELL Inspiron15 3593-Core I7-512gb, 12gb RAM, Touchscreen Win 10","₦ 420,000"
"Hp Pavilion "" Intel Core I5-1TB HDD,8GB RAM,Touch,Windows 10+32GB FLASH","₦ 270,000"
"Hp Pavilion "" Intel Core I5-1TB HDD,8GB RAM,Touch,Windows 10+32GB FLASH","₦ 234,000"
"Hp 250 Intel Core I3, 1TB HDD, 4gb Ram, BT, Plus Mouse,Win 10.","₦ 532,900"
Hp ENVY X360 M 2 IN 1 CORE I7- 10TH GEN 12GB 512SSD +32GB,"₦ 525,000"
DELL XPS 13 2-IN-1 10TH GEN CORE I5 256GB 8GB 13.4’’ TOUCH,"₦ 232,700"
"Hp 15 Intel Core I3 (4GB,1TB HDD +free Mouse) Windows 10 Laptop","₦ 1,100,000"
"Hp OMEN X 15,CORE I7,512GB 16GB RAM,8GB NVIDIA RTX 2070","₦ 140,000"
Hp Stream 11 Intel Atomx5 4gb Ram 32gb Emmc +HP MOUSE Wins10,"₦ 137,700"
"Hp Notebook 15 -Intel Core I3, 2.4Ghz, 1TB HDD, 4GB Ram+BAG- 32GB Flash, Mouse, USB Light For Keyboard- Webcam, Bluetooth, DVDRW, 15.6"", Win10","₦ 283,000"
"Hp 15 Intel Corei3 2.2GHZ (1tb HDD, 8GB RAM, DVD ) Touchscreen, Bluetooth, Webcam, Windows 10 +32GB Flash Drive Mouse(back )","₦ 530,000"
"Lenovo THINKBOOK Plus,dual Screen 13” 256gb,8gb Ram,core I5,10th Gen,win10pro,Pen,fingerprint,touchscreen.","₦ 585,000"
"Lenovo Thinkpad P52s,15inch, CORE I7, 512gb SSD ,16gb RAM 8550u, 2GB Nvidia Quadro P500, 8th Gen,backlit,fingerprint","₦ 408,000"
"Hp Envy 13 8th Gen Intel Core I5-8250U (8GB,256GB SSD + 500GB External Drive)Backlit/ Touchscreen13.3-inch Wins 10","₦ 210,000"
"Hp Intel Pentium 15, 1TB/4GB Windows10 No Dvd Non-Touchscreen","₦ 145,000"
Hp Stream 11 Intel Atomx5 4gb Ram 32gb Emmc Wins10 + LED LIGHT,"₦ 365,000"
"Hp 450 PROBOOK Intel CoreI5 4GB 500 Wins 10 Professional +32GB Flash, Wireless Mouse","₦ 240,000"
Hp ProBook X360 Intel Pentium 1.80 GHz 4GB RAM-128GB SSD Win 10,"₦ 340,000"
Hp Notebook Intel Core I5 -10210U Touchscreen -10th Gen - 8GB RAM -1TB HDD -Win 10 +,"₦ 145,000"
Hp Stream 11 Intel Celeron 4GB RAM- 32GB HDD WIN 10+Mouse,"₦ 170,000"
Hp Stream 14 Intel Celeron D/C 64GB HDD- 4GB RAM WIN 10+ Flash,"₦ 240,000"
"Hp 250 G6 Core I3 ,500GB HDD 8GB RAM 15.6-Inch Win 10 + Mouse","₦ 450,000"
"Lenovo Y520 7Th Gen Intel Corei7,2.8GHz,1TB/8GB RAM, 4GB Nvidia GTX 1050Ti- WIN10","₦ 240,000"
"Hp 5 Intel Core I3 (8GB RAM, 500GB HDD) 32GB Flash+Mouse+FashionWatch 15.6-Inch Windows 10 Black Colour","₦ 165,000 - ₦ 170,000"
"Hp Stream 14 Intel Celeron 4GB,64GB SSD HP Wireless Mouse-Windows 10","₦ 240,000"
"Hp Pavilion 15 Intel Pentium Quad Core(500GB HDD,4GB RAM TOUCHSCREEN)Windows 10+32GB FLASH With USB Light","₦ 240,000"
"Hp 15-Intel Pentium, Quad Core 500GB HDD, 4GB RAM,TouchScreen,Windows 10 +32GB Flash,","₦ 125,000"
Lenovo 15 Intel Pentium - (4GB RAM 500GB HDD Windows 10 15.6 Inch With Bag+Wireless Mouse +BAG,"₦ 595,000"
"DELL Latitude E7400 I7 16GB RAM, 512GB SSD, Win 10pro 14inch","₦ 280,000"
Hp 14-cf3010nia Core I5-1035G1 4GBRAM 1TB HDD No OP.Drive Win10,"₦ 385,000"
"Hp Pavilion 14 10th Gen Intel Core I5, 8gb, 1TB, Nvidia Graphics 2GB Backlit Keyboard Wins 10","₦ 229,500"
"Hp 15 Intel Core I3 2.0 GHZ 500GB HDD, 4GB RAM, Bluetooth® 4.0, Webcam, DTS Studio Sound™, Dual Speakers, Freedos +FREE 32GB FLASH Drive","₦ 380,000"
"DELL Latitude 7490 14"" I5 8GB 256GB Win 10","₦ 245,000"
"Hp 15 Touch,Intel Pentium 1TB HDD,4GB RAM WIN10 Touch Screen + 32GB Flash Drive","₦ 205,000"
"Hp Pavilion 15 Intel Core I5 2.5GHz (8GB RAM, 1TB HDD) 15-Inch Windows 10 Laptop - White +16G Flash + Wireless Mouse USB Non Touch","₦ 177,899"
Lenovo INTEL® CELERON® Lenovo 4GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,"₦ 249,900"
"Hp 14-DQ1043 Core I3-1005G1 256GB SSD 8GB 14"" Keybod Lite","₦ 385,000"
"Hp Probook 450 G6, 8th Gen Core I5 500GB, 4GB W10 Pro Keyboard Light + Mouse & 32GB Flash","₦ 207,000"
"Hp 15-dw1081wm Intel Pentium Gold 2.4ghz (4GB,500 HDD) Wins 10","₦ 156,000"
Hp Notebook 15 Intel Pentium - 8GB RAM - 1TB HDD + Win10 Laptop,"₦ 275,000"
Hp Notebook 15 Intel Core I3 Laptop 15.6 Inch 12GB RAM 1TB HDD,"₦ 385,000"
"DELL LATITUDE 5300 2-in-1 CORE I5-1.6GHz 256GB SSD 8GB RAM,Touchscreen,Backlit Keyboard,Win10 Pro","₦ 243,000"
Children's Tablet 512+8G Multi-function Tablet Pc Lightweight Tablet,"₦ 36,500"
"Hp Spectre 13T-AW000 X360 CORE I7 512GB SSD 16GB RAM ,TOUCHSCREEN, BACKLIT KEYBOARD STYLUS PEN Gem Cut","₦ 739,000"
"Hp Notebook 15 Intel Corei3 1TB HDD, 4GB DVD Writer Window 10","₦ 160,000"
Lenovo Ideapad 110-15ISK Intel Pentium -2.1Ghz (4GB 500GB HDD +32gb Flash Drive+ USB Light For Keyboard) Windows 10 - Black,"₦ 106,000"
Hp STREAM 11 INTEL® CELERON® 4GB RAM 32GB EMMC WIN 10+USB LIGHT,"₦ 136,999"
Lenovo Ideapad V130-15IKB Intel Core I3,"₦ 250,000"
"DELL Latitude 7400 Intel Core I7 1.9GHz 8GB 256GB 14"" Win 10","₦ 500,000"
"Hp Notebook - 15-bs061nia - Intel® Core™ I3 (2 GHz, 3 MB Cache, 2 Cores),32GB Flash,Mouse, 15.6"" Diagonal HD Display, 4GB SDRAM, Intel® HD Graphics 520, 1TB","₦ 230,000"
"Hp Pavilion 15 X360 Intel Core I5 1.6 UpTo 3.4Ghz (8GB RAM,1TB HDD)Wins 10 +Headfone","₦ 365,000"
Hp 250G7 Intel Corei3 2.3Ghz 4GBRAM500HDD Windows 10+Free Mouse,"₦ 232,000"
"Hp Notebook 15 Intel Core I3 (16GB RAM, 1TB HDD)-Windows 10","₦ 255,000"
Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH,"₦ 137,000"
Hp Pavilion 15- Core I3- 1TB- 8GB Backlit Keyboard Wins 10,"₦ 312,000"
"Lenovo Thinkpad P51, INTEL XEON,15inch, CORE I7, 512GB SSD16gb MEMORY UP TO 64GB RAM Win10 Pro 7TH GEN 4GB NVIDIA QUADRO M2200","₦ 590,000"
"Hp Notebook - 15-bs061nia - Intel® Core™ I3 (2 GHz, 3 MB Cache, 2 Cores),32GB Flash,Mouse, 15.6"" Diagonal HD Display, 4GB SDRAM, Intel® HD Graphics 520, 1TB","₦ 223,000"
"DELL INSPIRION 14 2 IN 1- 8th Gen,intel I3,128ssd, 4gb, Windows 10","₦ 240,000"
DELL Inspiron 15 3000 - Intel Celeron Windows 10 Home,"₦ 310,000"
"Lenovo 100e 11.6"" - Celeron N3350 4GB RAM 64GB EMMC WIN 10","₦ 137,000"
"DELL Latitude 7410 Intel Core I7 1.8GHz 16GB 256GB 14"" Win 10Pro","₦ 569,750"
Hp Pavilion 15- Core I3- 1TB- 8GB Backlit Keyboard Wins 10,"₦ 312,000"
"Hp 250 G5 15.6 INCH INTEL CORE I3 (4GB, 500GB HDD+32GB,Mouse,USB Light) WEBCAM BLUETOOTH WINDOW 10 - Black","₦ 230,000"
"Hp 250 G5 Intel Core I3 (4GB RAM,1TB HDD+ 32GB Flash, Mouse, USB Light For Keyboard) Windows 10","₦ 240,000"
Asus E210M Intel Celeron 128GB SSD 4GB RAM 11.6' Mini Wins 10,"₦ 150,000"
"Hp Pavilion 13 10th Gen Intel Core I3,256GB SSD, 4GB RAM, Backlit Keyboard Win 10 13.3""","₦ 325,000"
"Hp SPECTRE 15-EB0043DX X360;Core I7-10TH Gen,16gb RAM,512SSD+32GB Optane,2GB Nvidia,TOUCH,Win 10","₦ 795,000"
"Hp Notebook 15 Intel Core I3 8GB RAM, 1TB HDD Windows 10 +Mouse","₦ 245,000"
"Hp Pavilion 14 10th Gen Intel Core I7,1TB,8GB,Backlit Keyboard, 4GB Nvidia Graphics Wins 10","₦ 455,000"
"Hp 15, Intel Core I3, 2.4Ghz, 1TB HDD, 4GB Ram+ 32GB Flash, Mouse, USB Light For Keyboard- Webcam, Bluetooth, DVDRW, 15.6"",Win10","₦ 141,000"
Asus X541 N4200 PENTIUM QUAD CORE 1.1GHz 500GB HDD 4GBRAM DVD-RW WIN 10 WEBCAM CHOCOLATE BLACK,"₦ 135,000"
"Hp Notebook 15- Intel Core I3 (4GB RAM/1TB HDD) 15.6"" Touch Screen, Windows 10+32GB FLASH","₦ 180,000"
"DELL Latitude 7490 Intel Core I7 (16GB, 256GB Solid State Drive) TouchScreen, Windows 10","₦ 470,000"
"Hp Notebook 15 Intel Core I3 (16GB RAM, 1TB HDD)-Windows 10","₦ 255,000"
DELL LATITUDE 5300 CORE I5-8665U 256GB SSD 16GB RAM 1.9GHZ W10PRO,"₦ 385,000"
Hp Stream 11 Intel Celeron D/C 4GB RAM- 32GB HDD WIN 10+ BAG,"₦ 137,000"
"Lenovo IdeaPad 14"" (128GB SSD, Intel Pentium Gold, 4GB) WIns 10 In S Mode","₦ 188,000"
Lenovo Laptop,"₦ 189,000"
Lenovo Ideapad Intel Pentium 4GB RAM 500GB HDD Wins 10 +free Mouse,"₦ 180,000"
"Hp PAVILION X360 14T DH100,Core I7,8gb,1tb,14.0,Windows 10","₦ 452,220"
"Asus G703GS-E5001R Intel I7,512GB+1TB SSHD 32gb,Nvidia 8GB,""17,Win10Pro","₦ 1,290,000"
"Hp Envy 13 Intel Core I7 (16GB,512GB SSD 2GBNVIDIA GRAPHICS )13.3-inch Wins 10","₦ 610,000"
"Hp Pavilion X360 15 Intel Core I5 Backlit Touchscreen (8GB RAM, 1TB HDD) 15.6-Inch Wins 10","₦ 395,000"
"Hp Notebook 15 -Intel Core I3, 2.4Ghz, 1TB HDD, 4GB Ram+BAG- 32GB Flash, Mouse, USB Light For Keyboard- Webcam, Bluetooth, DVDRW, 15.6"", Win10","₦ 223,000"
"Hp 15 Intel Corei3 2.2GHZ 1TB HDD, 8GB RAM Touchscreen""15.6""Screen+32 Flast Drive Mouse","₦ 278,000"
"Hp 250 Intel Core I3 - 1TB / 4GB WIN10 +10,000 Mah Powerbank","₦ 240,000"
"Hp 240 G7 Intel Core I3 (1TB HDD, 4GB RAM) Wins10 Pro","₦ 240,000"
"Hp 15 Intel Pentium Quad Core (500GB HDD,4GB RAM+ BAG+32GB Flash+ USB Light For Keyboard Windows 10 Laptop- RED","₦ 237,700"
"DELL Latitude 7390,2 In 1,convertible,Core I5-8350U,1.7GHz,256GB 8gb,Backlit,13inch,8th Gen,Win10Pro","₦ 350,000"
DELL LATITUDE 5300 CORE I5-8665U 512GB SSD 8GB RAM 1.9GHZ W10PRO,"₦ 435,000"
"Hp 15 Intel Pentium Quad Core (500GB HDD,4GB RAM+ BAG+32GB Flash+ USB Light For Keyboard Windows 10 Laptop- RED","₦ 235,700"
"Hp 250 Intel Core I3 4GB,1TB HDD Win 10 +10000MAH POWER BANK","₦ 235,000"
"Hp Elitebook 850-G6 I7-8565U 1.8GHz,1TB M.2 PCIe SSD/32gb Win10Pro","₦ 698,500"
Hp Pavilion X360 Intel Core I5 8GB RAM/1TB 15.6'' Convertible (2 In 1) WIN 10 Touchscreen Laptop,"₦ 387,000"
Hp 250 G6 Intel Core I3 4GB Ram 1TB HDD Win 10,"₦ 235,000"
"Hp Notebook 15 Intel Pentium Quad Core (8GB,1TB HDD+ BAG- 32GB Flash+ Mouse- USB Light For Keyboard) Windows 10 Laptop","₦ 255,700"
"Hp 15-ay000nia Intel Celeron,QUAD CORE, 15.6-Inch (4GB RAM,500GB HDD+32GB Flash Drive,Mouse,Fashion Sport Watch, USB Light,) Windows 10 -Black Colour","₦ 98,000"
"Hp Pavilion 15 Intel Core I5 2.5GHz (8GB RAM, 1TB HDD) 15-Inch Windows 10 Laptop - White +32G Flash + USB Lamp","₦ 345,000"
DELL Xps 13 10th Gen Intel I5 8gb 256gbssd Fingerprint Backlit Keyboard Non-Touch Display Win10,"₦ 505,000"
Hp Pavilion 15- Core I3- 1TB- 8GB Backlit Keyboard Wins 10,"₦ 312,000"
120mm Colourful LED Cooling Fan 12V 4Pin To 3Pin RGB Computer Case PC CPU Cooler-colour,"₦ 1,029"
"DELL XPS 9300 CORE I7-1065G7,512GB SSD 8GB RAM 13.4"" TOUCH, BACKLIT KEYBOARD FP Reader WIN 10 PRO","₦ 680,000"
DELL INSPIRON 17 3000 SERIES I7 512GB 16GB 10TH GEN DVD,"₦ 577,000"
"Hp Stream 14"" HD Intel N3060, 4GB RAM, 64GB SSD, Windows 10 Home + 32gb Flash.","₦ 185,500"
Lenovo INTEL® CELERON® Lenovo 4GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,"₦ 177,899"
"Hp Elitebook 850-G6 I7-8565U 1.8GHz,1TB M.2 PCIe SSD/32gb Win10Pro","₦ 660,000"
"Hp Pentium Pavilion 15 Intel Quad Core (4GB RAM,500GB HDD) Wins10 ReD + MOUSE","₦ 126,000"
Hp Omen X 15:9th Gen I7 2.6GHz512ssd/16gb Nvidia RTX (8GB),"₦ 1,042,000"
"Hp 15 Intel Core I3 (8gb Ram,1TB Hdd + 32gb Flash Drive +led Lamp ) Windows 10 Laptop","₦ 232,000"
"Hp Pavilion 13 Intel Core I3-1005G1,256GB,4GB, Backlit Keyboard Wins 10","₦ 305,000"
"Hp Notebook 15 Intel Core I3 (16GB RAM, 1TB HDD)-Windows 10","₦ 255,000"
"DELL Latitude 7390 I7 16GB, 512gb 13.3-inch Screen, Win 10 Pro","₦ 589,000"
"Hp 15 Intel Corei3( 1tb HDD, 4GB RAM,) Touchscreen Windows 10 +32GB Flash Drive And Mouse Back","₦ 268,500"
DELL XPS 13 7390 10TH GEN CORE I7 512GB 8GB 13’’,"₦ 650,000"
"Hp Pavilion X360 15 Intel Core I5 TOUCH (8GB RAM, 1TB HDD) 15.6-Inch Wins 10","₦ 360,000"
"Hp PAVILION 14 X360 CI5 1TB 8GB TOUCH WINDOWS 10, 2gb Nvidia Geforce Graphic Card","₦ 389,000"
"Hp Notebook 15 Intel Core I3 (8GB RAM, 1TB HDD) 32GB Flash+Mouse+USB Light For Keyboard 15.6-Inch Windows 10 Black Colour","₦ 234,000"
Hp 15-dw2072cl Intel Core I7 8gb/512ssd Touchscreen,"₦ 460,500"
"Hp 15 Intel Corei3 2.2GHZ (1tb HDD, 4GB RAM, DVD ) Touchscreen, Bluetooth, Webcam, Windows 10 +32GB Flash Drive Mouse(back )","₦ 267,000"
"DELL Latitude E5400 8th Gen, 512ssd,16gb Ram 14inch Win 10pro","₦ 480,000"
"Hp 250 G5 Intel Core I3 (4GB RAM, 500GB HDD) 15.6-Inch Windows 10 LaptopBag +32GB Flash- Mouse- USB Light","₦ 230,000"
"Lenovo ThinkPad Yoga X380, Intel Core I7-8TH GEN, (8GB DDR4, 256GB SSD) 13.3""-Inch FHD Multi Touch, Windows 10 Pro Laptop","₦ 565,000"
"Hp 5 Intel Core I3 2.4Ghz 1TB HDD 4GB RAM+ 32GB Flash, Mouse, USB Light For Keyboard 15 Inch DVD+RW Win 10","₦ 223,000"
Hp Notebook - 15-bs089nia CORE I5-7200U 4GB/500GB AMD Radeon™ 520 Graphics (2 GB DDR3 Dedicated) Windows 10 Laptop,"₦ 356,000"
Hp Pavilion 11 X360 Intel® Pentium®+ 32GB Flash+ Mouse+ USB Light For Keyboard 4GB 500GB HDD WIN 10 HOME + Free 32gb Flash Drive,"₦ 133,000"
"Hp Pavilion 15, Intel Core I5,1TB HDD, 8GB RAM, Touch Screen, Windows 10 + Bag + 32GB Flash - Gold","₦ 390,000"
Lenovo INTEL® CELERON® Lenovo 8GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,"₦ 195,000"
"DELL Vostro 15 Intel Core I3 15.6'', 4GB RAM/500GB HDD, Win 10+32GB FLASH","₦ 200,000"
Hp PROBOOK 440 G7 10TH GEN INTEL CORE I7 -8GB RAM-1TB HDD FINGERPRINT WIN 10 PRO,"₦ 498,000"
"Hp Envy 15.6"" X360 Intel Core I5 8GB SDRAM 256GB SSD Windows 10","₦ 389,000"
"Hp SPECTRE 15-EB0043DX X360;Core I7-10TH Gen,16gb RAM,512SSD+32GB Optane,2GB Nvidia,TOUCH,Win 10","₦ 808,000"
"Hp 15 Intel Core I3 8GB RAM, 1TB HDD Windows 10 + HP MOUSE","₦ 240,000"
"Hp SPECTRE15"" X360,10TH GEN ,CORE I7, 512SSD+32GB OPTANE/16GB RAM,2GB NPVIDIA,TOUCH,BACKLIT 4K DISPLAY,WIN10","₦ 810,000"
Hp Notebook 15-da0336nia Intel Celeron 4GB 500GB FreeDos Laptop,"₦ 289,000"
"Lenovo THINKPAD T490S Core I7 1TB SSD 8GB RAM,TOUCH,KEYBOARD LIGHT,FP READER,WIN 10 PRO+PRINTER","₦ 665,000"
"Hp 250 G6 Intel Core I3 (4GBRAM,1TB HDD) Wins 10","₦ 235,000"
"Hp NoteBook 14 Intel Core I3-1005G1 4GB 1TB 14"" Laptop","₦ 265,900"
"Lenovo Yoga 910 Star Wars Special Edition 13"" I7 8GB 256GB Silver","₦ 480,000"
Intellectual Notebook Notebook Laptop,"₦ 278,000"
Hp 15 Intel Celeron 500GB 4GB RAM 32GB Flash+Mouse+FashionWatch Windows 10 Black Colour,"₦ 98,000"
"Hp Probook 450 G6, Intel Core I5, 500GB 4GB, Win10 Pro Backlit Keboard + HP BAG","₦ 389,000"
"Hp ELITEBOOK 850 G4,Intel I7, 16gb, 512gb, 15inch,windows 10","₦ 470,000"
"Hp 250 G7 Intel Core I3(4GB,500GB HDD)Wins10 +freebag","₦ 230,000"
"Diamond 15.6""8GB/500GB Core I7-4510U 4.6GHz Windows10 Diamond Laptop","₦ 299,500"
"Asus VivoBook X541SA- Intel Pentium Quad Core- 500GB HDD- 4GB RAM+32GB Flash,Mouse, USB Light For Keyboard- Windows 10- Silver","₦ 125,000"
DELL XPS 13 7390 10TH GEN CORE I7 512GB 16GB 13’’ GOLD,"₦ 650,000"
"Hp 15 Touchscreen Intel Pentium 1TB ,4GB RAM Wins 10+ Headfone","₦ 243,000"
"Hp Notebook 15 Intel Core I3 (4GB RAM, 1TB HDD + Mouse- USB Light15.6-Inch Windows 10 Black","₦ 235,000"
"Hp Notebook-15-Touchscreen PC 10th Gen Intel® Core™ I5-10210U,8GB RAM, 2TB HDD, Win 10","₦ 330,000"
"Hp ENVY 17-U108CA Intel Core I7-2.7GHz (16GB,1TB HDD+16GB Flash Drive) 17.3-Inch Windows 10 TouchSmart Laptop - Silver","₦ 620,000"
Hp Notebook 15 Touch Intel Pentium 1TB HDD-4GB RAM Windows 10,"₦ 225,000"
DELL Vostro 15 Intel Core I3-2.0Ghz(4GB RAM 1TB HDD) 15.6 Wins 10 Professional,"₦ 232,000"
"Hp OMEN X 15-dg0001na CoreI7 (2.6GHz - 4.5 GHz) 512GB SSD 32GB RAM,8GB NVIDIA RTX 2070 +3IN1PRINTER","₦ 1,050,000"
"Hp 15 Intel Core I3 2.0 GHZ 500GB HDD, 4GB RAM, Bluetooth® 4.0, Webcam, Wins 10 +FREE 32GB FLASH Drive","₦ 234,000"
"Hp Pavilion 15 Ci5-1035g1, 8gb, 1tb, 15"" SCRN, Win 10 Home- Warm Gold Backlit Keyboard","₦ 359,000"
"Hp Notebook 15-bs507na 15.6"" Intel Pentium N3710 4GB RAM (NO DVD) 1TB HDD Windows 10+ 32gb Flash","₦ 122,000"
DELL LATITUDE 7300 CORE I5-1.6GHZ 256GB SSD 8GB RAM,"₦ 370,000"
DELL Latitude 5480 Core I7 8GB 500GB Touch Laptop,"₦ 579,000"
Lenovo YOGA 910 STARWAR ED. CORE I7 256GB 8GB 13.9’’ WIN 10,"₦ 497,000"
DELL LATITUDE 5400 (FLEX3) COREI5 500GB 8GB 14’’ TOUCH,"₦ 405,000"
Hp Stream 11 Intel Atomx5 4gb Ram 32gb Emmc +usb Light Wins10,"₦ 142,000"
"DELL Vostro 15 10th Gen Intel Core I3, 1TB,4GB RAM Windows 10 Pro","₦ 230,000"
"DELL Vostro 15 10th Gen Intel Core I3, 1TB,4GB RAM Windows 10 Pro","₦ 172,999"
Lenovo INTEL® CELERON® Lenovo 4GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,"₦ 195,000"
"Hp 15 Dual Core (4GB DDR4, 1TB HDD) 15.6""-Inch HD Slim Windows 10 +Free 32gb Flash Drive","₦ 433,000"
Hp Pavilion 15 X360 Intel Core I5 8gb/1tb+16gb Optane 2gb Graphics(2q935ea),"₦ 230,000"
"Hp Notebook 15 Intel Pentium TOUCHSCREEN (4GB RAM, 500GB HDD- 32GB Flash+ Mouse- USB Light For Keyboard) Windows 10 Laptop","₦ 235,000"
"Hp 15 Intel Core I3 (8GB RAM, 500GB HDD) 32GB Flash+Mouse+FashionWatch 15.6-Inch Windows 10 Black Colour","₦ 237,000"
Hp 15 - Intel Pentium Dual Core - 1TB HDD - 4GB RAM - Windows 10 HOME + 16GB Flash And Fashion Sport Watch White,"₦ 215,000"
"Hp 250 G7 15.6 Intel CoreI3-2.5GHz 4GB 1TB Wins10 WITH BAG,Mouse","₦ 320,000"
"Hp 15-TOUCHSCREEN PC 10th Gen Intel® Core™ I5-10210U,8GB RAM, 1TB HDD, Win 10","₦ 243,000"
Hp Notebook 15 Intel Core I3 Laptop 15.6 Inch 12GB RAM 1TB HDD,"₦ 250,000"
"Hp 15 Intel Corei3( 1tb HDD, 4GB RAM,) 15.6 SCREEN Windows 10 +32GB Flash Drive Silver, Mouse","₦ 245,000"
"Hp Notebook 15 Intel Pentium Quad Core (8GB,1TB HDD+ BAG- 32GB Flash+ Mouse- USB Light For Keyboard) Windows 10 Laptop","₦ 419,000"
Hp 15 DA221 C17 1TB 8GB 4GB NVIDIA WIN 10,"₦ 360,000"
"Hp Pavilion 14 X360 Intel Core I5 (1TB HDD, 8GB) Windows 10 Laptop - Silver + Mouse","₦ 238,000"
"Hp 15 Intel Pentium Quad Core (500GB HDD,4GB RAM+ BAG+32GB Flash+ USB Light For Keyboard Windows 10 Laptop- RED","₦ 243,000"
"Hp 250 G7 Intel Core I3(12GB RAM,1TB HDD) Wins 10Pro Free Mouse","₦ 200,000"
"Hp 15 Intel Celeron""15.6""( 1TB HDD, 4GB RAM)Windows10+32GB Flash Drive Back Mouse","₦ 238,000"
"Hp 250 G7, Intel Core I3, 1TB Hdd, 8GB Ram, Win 10, Plus Bag-","₦ 600,000"
"Hp Envy 17M-CG0013DX Intel Core I7 TOUCHSCREEN FINGERPRINT,12GB RAM,512GB SSD+32GB OPTANE MEMORY,WIN 10,NVIDIA GEFORCE GRAPHICS","₦ 209,000"
Hp Notebook 15 Intel Pentium Quad Core 8GB RAM 1TB HDD WIN 10,"₦ 280,000"
"Hp 15 Intel Corei3 1tb HDD,8gb RAM,Touchscreen Window10+32GB Flash Drive,","₦ 155,000"
Ilife ZED AIR Intel Celeron Quad Core 4GB RAM 128GB Win 10,"₦ 1,100,000"
"Hp OMEN X 15-dg0001na Core™ I7-9750H (2.6GHz Up To 4.5 GHz) 512GB 16GB RAM,8GB NVIDIA RTX 2070","₦ 835,000"
"Hp SPECTRE15"" X360,10TH GEN ,CORE I7, 512SSD+32GB OPTANE/16GB RAM,2GB NPVIDIA,TOUCH,BACKLIT 4K DISPLAY,WIN10 + 3 In 1 Printer","₦ 380,000"
"DELL Latitude E5500 I7 500gb Hdd, 8gb 15inch Win 10pro","₦ 330,000"
"Hp 15-TOUCHSCREEN PC 10th Gen Intel® Core™ I5-10210U, 12GB RAM, 1TB HDD, Win 10","₦ 188,000"
"Lenovo IdeaPad 3 14IML05 Intel Pentium Gold, 4GB,128GB SSD) WIns 10 In S Mode","₦ 165,000"
"Lenovo IdeaPad 3 14IML05(128GB SSD, Intel Pentium, 4GB) Windows 10 + 64GB OTG Flash Drive","₦ 480,000"
"DELL Latitude 5500 Intel Core I7 512GB/ 16gb Ram ""15"" Win10Pro -BLACK","₦ 171,999"
