Name,Price
"DELL Latitude 9510, 15'' Core I7, 16GB RAM 512GB SSD Backlit Keyboard, FP Reader Win 10 Pro","₦ 635,000"
Hp Pavilion 11 X360 Intel® Pentium®+ 32GB Flash+ Mouse+ USB Light For Keyboard 4GB 500GB HDD WIN 10 HOME + Free 32gb Flash Drive,"₦ 133,000"
"Lenovo Ideapad 330 15Ikb Intel Corei3, 2.2ghz, 1TB HDD 4GB RAM , Win10, 15.6inch","₦ 218,000"
Hp 240 G6 14- Core I3-6006U 8GB RAM 1TB HDD Windows 10,"₦ 250,000"
"Hp Pav 15 10th Gen Ci5,1TB, 12GB, Luminous Backlit Keyboard Wins 10","₦ 365,000"
Asus X543UA Intel Core I3-7020U 4GB RAM 1TB HDD 15.6-inches Display FHD Win 10,"₦ 235,500"
"Hp Notebook 15 -Intel Core I3, 2.4Ghz, 1TB HDD, 4GB Ram+BAG- 32GB Flash, Mouse, USB Light For Keyboard- Webcam, Bluetooth, DVDRW, 15.6"", Win10","₦ 137,700"
"DELL E7470, Intel Core I5, 256SSD/8GB RAM, Backlit","₦ 280,000"
"Hp 14 PAVILION X360 CONVERTIBLE,INTEL CORE I5,1TB,8GB RAM,TOUCH,WIN 10 + Antivirus","₦ 365,000"
"Hp 17 Intel Core I3, 8GB RAM/1TB HDD,Dvd,Backlit, Win 10+32GB FLASH","₦ 200,000"
"Hp 5 Intel Corei3 1tb HDD, 8gb RAM, Touchscreen Windows 10 +32GB Flash Drive","₦ 284,000"
Lenovo IdeaPad 130-15IKB 7th Gen Intel Core I3-7020U 2.3Ghz 1TB HDD 4GB RAM 15 Inch DVD+RW Win 10 With Free Laptop,"₦ 198,000"
"DELL Latitude 7480 Intel Core I5-7200U,2.5Ghz,256 8gb""14"",Win10 Pro -Black","₦ 340,500"
"Hp ProBook 450 G4 7th Generation Intel Core I5-7200U 500GB HDD 4GB RAM 5.6"" Win10 Pro+16gb Flash","₦ 398,000"
"Hp 15 Touch,Intel Pentium 1TB HDD,4GB RAM WIN10 Touch Screen + 32GB Flash Drive","₦ 240,000"
Hp 250 G6 Intel Core I3 2.0Ghz 1TB HDD 8GB RAM Wins 10,"₦ 236,000"
"DELL Vostro 15 3580 8th Gen Intel Core I7 1.8 Upto 4.6ghz 16GB Ram, 1TB HDD +2gb Graphics Wins 10 Pro","₦ 435,000"
"Diamond 15.6""8GB/1000GB/1TB Core I7-4510U 4.6GHz Windows10 Diamond Laptop","₦ 299,999"
"Hp Pavilion 14 X360,Intel Core I3 ,8gb Ram","₦ 280,000"
White Universal EU / USA / Australia To UK AC Power Travel Plug Adapter Socket-white-UK,₦ 280
"Lenovo THINKBOOK 13S-IWL,Core I7,16gb,512gb SSD,13.3,Wins 10pro","₦ 550,000"
"Hp Elitebook 850-G6 I7-8565U 1.8GHz,1TB M.2 PCIe SSD/32gb Win10Pro","₦ 698,500"
10.1'' Android 7.0 Tablet PC Octa 8 Core HD WIFI Bluetooth 2 SIM 4G-black,"₦ 47,459"
"DELL Latitude 9510, 15'' ,Core I7, 16GB RAM 512GB SSD BACKLIT KEYBOARD ,FP Reader Win 10 Pro + 3IN 1 PRINTER","₦ 730,000"
Hp EliteBook 840 G7 Intel Core I5 16GB RAM 512GB SSD 14-Inch Win 10 + FREE Printer -,"₦ 550,000"
Lenovo Ideapad 110-15ISK Intel Pentium -2.1Ghz (4GB 500GB HDD +32gb Flash Drive+ USB Light For Keyboard) Windows 10 - Black,"₦ 106,000"
"Hp Envy 15 X360 8th Generation 15 Intel Core I7 (16GB RAM,512SSD,4GB NVIDIA GeForce +1TB External HDD) Windows 10 - Silver","₦ 630,000"
"Hp 15 PC - Intel Celeron - 500GB HDD - 4GB RAM+ 32GB Flash Drive,Mouse,Fashion Sport Watch - Windows 10- Black Colour","₦ 98,000"
"Lenovo ThinkPad T480 - Intel Core I5 (8th Gen) Quad-core 4GB DDR4 - 500GB HDD Fingerprint,Backlit Keyboard - Win10 Pro","₦ 320,000"
"Asus X409U Intel Core I3 4GB RAM 1TB HDD Win 10 14.1""","₦ 200,000"
"Hp Pav 11 X360 Intel Pentium Silver( 4GB RAM, 128GB)Wins 10","₦ 245,000"
"DELL Latitude 7470-intel I5, 256, 8gb, 14 Inch Windows 10 Pro","₦ 320,500"
Hp ENVY 13 CI7 10TH GEN 8GB 512 TOUCHSCREEN WIN 10,"₦ 525,000"
Hp Notebook 15 Intel Pentium Quad Core 4GB RAM 500GB HDD WIN 10,"₦ 191,000"
Asus X509JA Laptop Intel Core I3-1005G1 4gb Ram 1tb Hdd 15.6-Inches Display Fhd Win 10,"₦ 240,000"
Asus Pro P5440UF-XB74,"₦ 480,000"
Hp 15t-dw100 Intel Corei7 1tb+256gb Ssd/8gb Ram/ 2gb Nvidia Touchscreen+32flash Mouse,"₦ 470,000"
"Hp EliteBook 850 G5 512gb 16gb Window 10PRO TOUCH 4K,UHD GRAPHICS,FINGERPRINT,8TH GEN,CORE I7 SILVER,8650U","₦ 460,000"
"Hp Stream 11 Intel Celeron Dual Core- 11.6Inches (32GB SSD,2GB RAM Windows 10","₦ 140,000"
Hp STREAM 11 INTEL® CELERON® 4GB RAM 32GB EMMC WIN 10+USB LIGHT,"₦ 136,999"
"Hp Stream 11-ah117wm 11.6"", Intel Celeron4, 4GB RAM, 32GB SSD, Windows 10 Home + 32gb OTG Flash + Bluetooth Mouse","₦ 130,500"
"Hp Notebook 15 Intel Core I7, 1TB HDD/8GB RAM+16GB Optane Win 10+32GB FLASH","₦ 280,000"
Hp ENVY 13 10TH GEN CORE I7 NVIDIA MX350 (2GB) 16GB 1TB SSD 13.3” TOUCH KEYBOD LITE,"₦ 599,000"
Hp Pavilion X360 15-dq1058nia 15.6-Inch Laptop Core I5-10210U 8GB RAM 1TB HDD 2GB Amd Radeon Graphics 2Q911EA,"₦ 425,000"
Hp Pavilion 15- Core I3- 1TB- 8GB Backlit Keyboard Wins 10,"₦ 312,000"
S500 Quad Core 7 Inch Android Netbook 1g+8g Mini Computer Android Netbook,"₦ 45,520"
Hp Rechargeable POS HP_Laptop + Cash Drawer + Rechargeable Receipt Printer + Barcode Scanner + POS Software + Mobile Report Alert,"₦ 178,500"
Asus E210M Intel Celeron 128GB SSD 4GB RAM 11.6'-Inch Windows 10 Plus FREE 16GB Flash Drive,"₦ 148,000"
Lenovo ThinkPad L380 8th Generation Intel Core I7-8550U 1.8Ghz 512GB SSD 8GB RAM 13 Inch Backlit Touch Win 10 CONVERTIBLE WITH STYLUS PEN,"₦ 440,000"
"Hp 22-C0486NH ALL-IN-ONE CI3-9100T,4gb 1tb 22'' 9CS03EA","₦ 301,400"
"DELL Precision 3541 Mobile Workstation 9th Gen Intel Core I5(256gb, 16gb, 4gb Nvidia Quadpro) Wins 10pro","₦ 399,000"
Hp Notebook 15 Intel Pentium Quad Core 4GB RAM 1TB HDD WIN 10,"₦ 201,000"
"Hp ELITEBOOK 830 G6,Core I7,32gb,512gb SSD,13.3,Wins 10 Pro","₦ 614,970"
"Hp Zbook 14U Core™ I7-7500U 2.7GHz 8GB DDR4, 1TB HDD 14"" LCD, Intel Graphics 620,2GB Dedicated GDDR5","₦ 350,000"
Hp Notebook 15 Intel Pentium Quad Core 8GB RAM 500GB HDD WIN 10,"₦ 199,000"
"Hp Pavilion X360 15 Intel Core I5 1.6 Up To 3.4Ghz (8GB RAM, 1TB HDD) 15.6-Inch Wins 10 +bag","₦ 370,000"
Lenovo ThinkPad X1 Extreme Gen 2,"₦ 1,600,000"
S500 Quad Core 7 Inch Android Netbook 1g+8g Mini Computer Android Netbook,"₦ 45,520"
Hp 15-NOTEBOOK PC 10TH GEN INTEL CORE I5- 8GB RAM- 1TB HDD+512GB SSD-WIN 10,"₦ 345,000"
IPS Screen 10 Inch Tablet Computer System Call Durable Screen WiFi Tablet Android Tablet Screen Durable Tablet PC,"₦ 46,610"
"Hp Pavilion 15 Gaming Intel Core I5-9300h 3gb Nvidia 1TB HDD+128gb Ssd Ram 8GB RAM, Backlit Keyboard","₦ 415,000"
"DELL Latitude 9510:Core I7-10810U 1.1GHz 16GB 512GB 15"" Win10Pro","₦ 645,000"
Lenovo Ideapad N4000 Intel Celeron (4GB RAM 500GB) HDD Wins 10 +Mouse,"₦ 169,000"
Lenovo INTEL® CELERON® Lenovo 4GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,"₦ 172,999"
DELL XPS 13 7390: Core I7 1.8GHz 256SSD 8GB Backlit Win10,"₦ 666,500"
"Hp Notebook 15 Intel Core I3-12GB RAM, 1TB HDD-WIN 10- 10TH GEN","₦ 243,000"
Hp Stream 14 Intel Celeron D/C 64GB HDD- 4GB RAM WIN 10+ Flash,"₦ 170,000"
"Hp Newest_Full HD 14'' Intel Pentium RED 4GB Memory, 500GB HDD","₦ 119,000"
"Lenovo ThinkPad Yoga 370 Core I7 13.3"" 256GB SSD 8GB Win10 Pro","₦ 500,000"
"Lenovo Ideapad V130 Intel Celeron 4GB RAM 1TB HDD 15.6"" Windows 10","₦ 167,000"
Hp Pavilion 15 X360 Intel Core I3 8gb Ram 1tb Hdd Touch Wins 10,"₦ 345,000"
"Hp 250 G7 15.6 Intel CoreI3-2.5GHz 4GB 1TB Wins10 WITH BAG,32gb Flash","₦ 215,000"
Asus X412FA-EK871T Intel Core I7 8GB RAM 512GB SSD 14-Inch Windows 10 + Free 16GB Flash + Mouse,"₦ 369,990"
"Hp Notebook 15.6-Inch 15-ra011nia Intel Celeron N3060 (4GB RAM, 500GB HDD) Free DOS Laptop - Jet Black","₦ 198,000"
"Lenovo Ideapad Intel Core I5 1Terabyte 8gb Ram) Wins 10 15.6"" + Free Bag","₦ 289,000"
"Hp Pavilion "" Intel Core I5-1TB HDD,8GB RAM,Touch,Windows 10+32GB FLASH+BAG","₦ 270,500"
"Hp Pavilion X360 14 Touchscreen Intel Core I5 (1.6 GHz Base Frequency, Up To 3.4 GHz Processor, 8GB DDR4 RAM, 1TB HDD, Windows 10","₦ 360,000"
Hp 15 Intel Pentium Quadcore 4GB -500 HDD -Windows8 - 14 Inches''+ Mouse & USB Led Light,"₦ 140,000"
"Hp Elite Dragonfly Multi-Touch 16GB 256GB 2-in-1 Laptop 13.3""","₦ 774,000"
Hp Pavilion 14 X360 - Core I5 - 16GB RAM -1TB HDD -2GB -Nvidia Win 10 Gold,"₦ 410,000"
"Hp Notebook 15 Intel Pentium N3710 1.6GHz (4GB RAM, 500GB HDD + Free Mouse) 15.6-Inch Wins 10) Laptop - Black","₦ 150,000"
"DELL XPS 9300,10TH GEN CORE I7,512gbSSD 8gbRAM,13.4"" TOUCHSCREEN,KEYBOARD LIGHT,FP READER,WIN 10 PRO","₦ 678,000"
"Compaq 15 Intel Pentium Dualcore (500GB, 8GB RAM), WLAN, Bluetooth® 4.0, Webcam, Windows 10 +Bag","₦ 217,000"
"Samsung 860 PRO SSD Internal Solid State Disk Drive 2.5""","₦ 138,950"
"Lenovo Lenovo,Thinkpad E14,i5,10th Gen,1tb/8gb+2gb Nvidia Graphics,Dos","₦ 356,000"
"DELL Latitude E5400,i5,256gb SSD/8gb Win 10 Pro","₦ 366,000"
"DELL Vostro 15 Intel Core I3 15.6'', 4GB/500GB, Win 10+32GB FLASH","₦ 165,000"
Hp Pavilion 15 Intel Corei7 512gb Ssd/8gb Ram Touchscreen/backlikey Board+32 Flash Mouse,"₦ 450,000"
Hp Spectre 15 10th Gen 512SSD+32GB Optane 16gb 4K DISPLAY,"₦ 806,250"
"Lenovo Thinkpad L380 YOGA Intel Core I7 8thGen 1.8ghz,512 SSD, 8gb Ram,with Stylus Pen, Webcam Bluetooth,backlit Keyboard,13.3”touchscreen,convertible,win10pro","₦ 450,000"
DELL INSPIRON 5593 I7 512GB 16GB 10TH GEN 3.9GHZ 15.6 NON-TOUCH,"₦ 525,000"
"Asus FX53VD Intel Core I7-7700HQ 2.8GHz 1tb/8gb,Nvidia GTX 1050(2GB) Backlit Win 10-BLACK","₦ 419,500"
"Hp Notebook 17 - Bs011dx Intel Core I5 8GB RAM, 1TB HDD,+32GB Flash Drive,Mouse,Fashion Sport Watch 17.3-Inch Windows 10 Laptop","₦ 178,000"
"Hp Pavilion 14 X360 Intel Core I3 (1TB, 4GB HDD) Wins 10","₦ 325,000"
Hp Envy 13 Core I5-1035g1 8GB RAM 1TB SSD Multi Touch Ips Win10 Fingerprint Keybod Lite + MOUSE & BAG,"₦ 475,000"
Hp ENVY 13 X360 CORE 17 11TH GEN 8GB 512SSD TOUCH FINGER PRINT,"₦ 569,750"
"Hp Pavilion X360 (Intel Core I5 2.3GHz, 8GB RAM, 1TB HDD) 15.6 Inch Touch Screen Windows 10)+BAG","₦ 372,000"
Hp Pavilion 14 X360 Intel Core I5 1.6 Up To 3.4ghz 8gb Ram 1TB HDD Windows 10,"₦ 365,000"
Lenovo Yoga C740 Convertible 10th Gen Intel Core I5 256GB SSD 8GB RAM Backlit/Touch Win 10,"₦ 370,000"
"Hp 15 Intel Celeron 1tb HDD 4GB RAM"" 15.6""Screen Webcam Bluetooth Win10+32flast Drive","₦ 200,000"
"Hp 15 Intel Celeron 1tb HDD 4GB RAM"" 15.6""Screen Webcam Bluetooth Win10+32flast Drive","₦ 420,000"
DELL Inspiron 15 3593 15.6'' Full HD Touchscreen Intel Core I7-12GB RAM 512GB,"₦ 160,000"
"Hp 15-bs151nia NoteBook (Core I3 RAM, 1TB HDD +32gb FLASH DRIVE","₦ 136,999"
Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH,"₦ 378,000"
"DELL Latitude 5490 RP23X Win 10 Pro CORE I5 14"" 256GB 8GB","₦ 245,000"
"Hp 250 Intel Core I3 - 1TB / 8GB WIN10 + 10,000 Mah Powerbank","₦ 418,000"
DELL LATITUDE 5300 CORE I5-8665U 256GB SSD 16GB RAM 1.9GHZ Win10,"₦ 367,000"
"Hp Pavilion 14 X360 8th Gen Intel Core I5 (1TB HDD, 8GB) Windows 10 Laptop - Silver + Mouse","₦ 150,000"
"Hp 250 G5 Intel Core I3 (8GB,500GB HDD)+ 32GB Flash, Mouse+ USB Light For Keyboard 15.6-Inch Windows 10 Laptop - Black","₦ 1,200,000"
"Hp OMEN X 15-dg0001na Core™ I7-9750H (2.6GHz Up To 4.5 GHz) 1TB SSD 32GB RAM,8GB NVIDIA RTX 2070","₦ 508,000"
Hp ENVY 13 CORE 17 10TH GEN 8GB 512SSD TOUCH FINGER PRINT,"₦ 225,000"
"Hp Pavilion 15 Intel Pentium Quad Core 2.1Ghz (4GB RAM, 500GB HDD) 15.6-Inch Windows 10 Laptop +32GB Flash Drive - Red","₦ 346,000"
"Hp ProBook 430 G6, Intel Corei5, 500gb, 4GB RAM, Win10","₦ 445,000"
"DELL Inspiron 15- 3593 10th Gen Core I7-512gb SSD 16gb RAM,Touch,Win 10 + 3 IN 1 PRINTER","₦ 135,000"
Hp 250 G5 INTEL CORE I3(2.0GHZ) 500GB/4GB/WC/WL/15.6/Wins 10 HOME,"₦ 149,000"
Asus Mini Laptop Intel Celeron 128GB SSD 4GB RAM 11.6' Wins 10,"₦ 346,000"
Hp Pavilion 15 - Intel Core I5 - 1TB HDD - 8GB RAM - TOUCHSCREEN- Window 10 -Ultra Slim Laptop- B&O Dual Speaker- HP External DVD - Free USB Light For Keyboard+ Mouse+32GB Flash,"₦ 330,000"
"Acer TravelMate P2 Core I5 256GB SSD 8GB 14""WIN10Pro,10TH GEN,10210U PROCESSOR,UP TO 4.2GHZ.FINGERPRINT","₦ 1,290,000"
Hp Zbook 17: 9th Gen I7 512SSD 32GB Nvidia RTX3000(6GB),"₦ 580,000"
"DELL XPS 13-7390 2-IN-1,10TH GEN CORE I5-1035G1,256gbSSD 8gbRAM,13"" FHD TOUCH,BACKLIT,FP READER,WIN 10","₦ 207,990"
"Hp 15 Intel Pentium Dual Core 2.3ghz (4GB,500 HDD) Windows 10","₦ 255,000"
DELL Vostro 3401 14'' FHD(10th Gen Core I3 4GB RAM 1TB /Win10 PRO+3 IN 1 PRINTER,"₦ 21,320"
7 Inch Tablet A33Wifi Version Tablet High Definiton Screen Tablet Arm+Dsp Dual Core Ips Screen Gravity Sensor,"₦ 720,000"
"Hp Spectre 13 X360 10th Gen Intel Core I7-1065G7,1.3Ghz,8GB, 512, Win10","₦ 230,000"
"Hp 250 G6, Intel Corei3, 500GB HDD, 4GB RAM, WINDOWS 10 + Free Bag& Mouse","₦ 155,000"
Hp Stream 11 Intel Celeron D/C 4GB RAM- 32GB HDD WIN 10+ BAG,"₦ 395,000"
"Hp Pavilion X360 15 Intel Core I5 Backlit Touchscreen (8GB RAM, 1TB HDD) 15.6-Inch Wins 10","₦ 250,000"
"Hp Notebook 15 Intel Core I3 2.4Ghz- 2TB HDD- 8GB RAM+ 32GB Flash, Mouse, USB Light For Keyboard 15 Inch DVD+RW Win 10","₦ 500,000"
"Lenovo ThinkPad Yoga X380, Intel Core I7-8TH GEN, (8GB DDR4, 256GB SSD) 13.3""-Inch FHD Multi Touch, Windows 10 Pro Laptop,fingerprint","₦ 265,000"
Lenovo IdeaPad 330-8th Generation Intel Core I3-8130U 2.2Ghz 1TB HDD 4GB RAM 15 Inch Win 10 With Free Laptop Bag,"₦ 130,000"
Hp 15 - Intel Pentium Dual Core - 1TB HDD - 4GB RAM - Windows 10 HOME + 16GB Flash - White,"₦ 415,000"
Hp Envy 13-Intel Core I5-8th Gen TouchScreen -8GB -256GB -Win10,"₦ 164,000"
Hp Stream 11 Intel Celeron 64GB 4GB Wins 10 In S Mode + 16GB Flash,"₦ 600,000"
"Hp ENVY 13 X360,11TH GEN CORE I7,512gbSSD 8gbRAM,TOUCH,K/BOARD LIGHT,FP READER,WIN 10 + 3-IN-1 PRINTER","₦ 199,000"
Hp Notebook 15 Intel Pentium Quad Core 8GB RAM 500GB HDD WIN 10,"₦ 201,000"
Hp Notebook 15 Intel Pentium Quad Core 4GB RAM 1TB HDD WIN 10,"₦ 645,000"
"Lenovo THINKPAD T490S,8TH GEN Core I7 1TB SSD 8GB RAM,TOUCH,KEYBOARD LIGHT,FP READER,WIN 10 Pro","₦ 415,000"
DELL LATITUDE 5400 (FLEX3) COREI5 256GB 8GB 14’’ TOUCH,"₦ 98,000"
"Hp 15-ay000nia Intel Celeron,Quad Core, 15.6-Inch (4GBRAM,500GB HDD+32GB Flash Drive,Mouse,Fashion Sport Watch,USB Light) Windows 10 -Black Colour","₦ 113,000"
"Hp HD 15.6"" Intel Pentium RED 4GB Memory, 500GB HDD And Windows 10 + POWER BANK","₦ 305,000"
"Lenovo Yoga C930-13IKB X360,8th Gen,1.8Ghz Corei7 1TB SSD 16GB RAM,STYLUS PEN Win 10+3-IN-1 PRINTER","₦ 700,000"
Lenovo FLEX 15 CI7-8565U 1.8GHZ 512SSD 8GB RAM WIN 10,"₦ 403,000"
Hp Pavilion 15 Intel Core I5 (1TB HDD 8GB RAM) -Win- 10-Touch Screen,"₦ 360,000"
"Lenovo Legion Y720-15IBK Gaming:Core I7-,2.8GHz,1tb+128ssd/16gb (6GB Nvidia)Backlit ,""15"",Win 10","₦ 630,000"
"Hp Pavilion 15-cc123cl-Intel Core I5, TOUCHSCREEN BACKLIT KEYBOARD B&O DUAL SPEAKER 1TB HDD 12GB RAM, Backlit Keyboard,Windows 10","₦ 345,000"
Hp Elitebook 840 G6 Intel Core I7 512GB SSD 16GB RAM Windows 10,"₦ 525,000"
"Asus FX53VD Intel Core I7-7700HQ 2.8GHz 1tb/8gb,Nvidia GTX 1050(2GB) Backlit ""15""(1920x1080) Win 10-BLACK","₦ 419,500"
"Hp Pavilion 15 2 In 1 Laptop 10th Gen Ci5,1TB, 8GB, Touchscreen Wins 10 +free Mouse","₦ 352,000"
Lenovo IdeaPad 3 15IIL05:Core I5 256ssd/12gb Touch Win10,"₦ 301,000"
IPS Screen 10 Inch Tablet Computer System Call Durable Screen WiFi Tablet Android Tablet Screen Durable Tablet PC,"₦ 57,740"
"Hp Notebook 15 Intel Core I5, 12GB RAM/2TB HDD, 15.6'' Dvd Writer, Windows 10+32GB FLASH","₦ 410,000"
"DELL Vostro 5490-10th Gen, Intel I7 512ssd 16gb 14 Inch","₦ 550,000"
Lenovo THINKPAD L14 10TH GEN 256GB SSD 8GB CORE I5 8250U 14INCH WINDOWS 10 PRO FINGERPRINT READER,"₦ 470,000"
"Hp Notebook 15 -Intel Core I3, 2.4Ghz, 1TB HDD, 4GB Ram+BAG- 32GB Flash, Mouse, USB Light For Keyboard- Webcam, Bluetooth, DVDRW, 15.6"", Win10","₦ 223,000"
"Hp Pavilion 14 X360 Intel Core I5 1.6 Upto 3.4Ghz(1TB, 8GB RAM) Touch Screen, Windows 10","₦ 370,500"
Hp EliteBook 840 G3 Core I7 6th Gen 2.50GHz 32 GB 512 GB SSD,"₦ 535,000"
"Hp 15 Intel Corei3( 1tb HDD, 8gb RAM,) Touchscreen Windows 10 +32GB Flash Drive,Back","₦ 284,000"
"DELL LATITUDE 7390 CORE I5-1.7GHZ 8GB,256 SSD,Backlit Keyboard Win10 Pro","₦ 385,000"
"Hp ENVY 15 Intel Core I7 (512GB SSD,8GB) Fingerprint","₦ 492,000"
"Hp Notebook 15 Intel Core I3 (12GB RAM, 1TB HDD-WIN 10 10TH GEN","₦ 243,000"
"DELL Inspiron 15 3593,Core I7-1065G7,512gb SSD 12gb RAM,Touchscreen,Win 10","₦ 400,000"
"Hp Pavilion 14 Intel Ci5-, 8gb Ram,1TB,HDD,2GB Nvidia Graphics Backlit Keyboard Win 10","₦ 388,000"
"Hp 250 G5 Intel Core I3 (4GB,1TB HDD+ 32GB Flash, Mouse, USB Light For Keyboard) Windows 10","₦ 141,000"
"Hp 250 G5 Intel Core I3 (4GB,1TB HDD+ 32GB Flash, Mouse, USB Light For Keyboard) Windows 10","₦ 141,000"
"Hp 250 G5 Intel Core I3 (4GB,500GB HDD) 15.6-Inch Windows 10 Laptop - Black","₦ 139,000"
"Hp 250 G5 Intel Core I3 (4GB,500GB HDD) 15.6-Inch Windows 10 Laptop - Black","₦ 135,000"
"Hp Spectre13 X360 Intel Core I7-1065G7 16GB RAM, 512 SSD, Win10","₦ 765,000"
Hp PROBOOK 650 G4 CORE I7-8850H 512GB/ 16GB RAM 15'' WIN 10,"₦ 370,000"
"Hp 15 AMD Dual Core (4GB DDR4, 500GB HDD) 15.6""-Inch HD Slim Windows 10 +Free 32gb Flash Drive","₦ 185,500"
Hp Stream 14 Intel Celeron D/C 64GB HDD- 4GB RAM WIN 10+ Flash,"₦ 170,000"
"Hp 15 Intel Pentium Quad Core (500GB HDD,4GB RAM+ BAG+32GB Flash+ USB Light For Keyboard Windows 10 Laptop- RED","₦ 238,700"
DELL INSPIRON 14 5000 SERIES CORE I5 10TH GEN 512GB 8GB,"₦ 453,000"
"Hp Pavilion 14 X360 (8GB RAM, 1TB HDD) Intel Core I3 2.2 UpTo 4.0Ghz Wins 10+ BAG","₦ 326,000"
"Hp Pavilion 14 10th Gen Intel Core I5 ,8GB, 1TB, 2GB Nvidia Graphics,Backlit Keyboard Wins 10","₦ 370,000"
Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH,"₦ 136,999"
"Hp Notebook 15 Intel Core I3 2.4Ghz- 2TB HDD- 8GB RAM+ 32GB Flash, Mouse, USB Light For Keyboard 15 Inch DVD+RW Win 10","₦ 165,700"
"Hp Elitebook 840 G6 Intel Core I7 512GB SSD, 32GB RAM 14” Windows 10 Pro","₦ 665,990"
"Hp 15 Intel Core I3-2.0Ghz (4GB,1TB HDD) Windows 10 Black Laptop With Free Led Lamp And 32gb Flash","₦ 233,800"
"Hp Probook 450 G5 8th Gen Intel Core I5 Intel 500GB HDD, 4GB RAM Win 10 Pro+ 32GB FLASH.","₦ 219,500"
Hp Pavilion 15 Intel Core I5 1TB HDD 12GB RAM- Backlit Key - 2.5GHz - Up To 3.1GHz -Win- 10-Touch Screen+ 32GB FLASH DRIVE,"₦ 355,000"
3D Wireless Optical 2.4G Car Shaped Mouse Mice 1600DPI USB For Computer Green-Lampblack,"₦ 3,360"
"Hp 250 G7 Intel Core I3(12GB RAM,1TB HDD) Wins 10Pro Free Mouse","₦ 243,000"
"Lenovo YOGA 720- 2-IN-1CONVERTIBLE,4K DISPLAY 7Th Gen 7500U,Intel Corei7,2.7GHz,512GB,8GB RAM, Nvidia 12.5NCH"" Windows 10- GREY","₦ 450,000"
"Hp Pavilion 14 Intel Core I7,1TB,8GB,Backlit Keyboard, 4GB Nvidia Graphics Wins 10","₦ 440,000"
Hp 15 Core I3 4GB 1TB Touchscreen Win 10 + BAG,"₦ 390,000"
Hp ProBook X360 11 Intel Celeron(8GB RAM;128GB SSD) Wins 10 Pro,"₦ 205,000"
"DELL XPS 9300 CORE I7-1065G7,512GB SSD 8GB RAM 13.4"" TOUCH, BACKLIT KEYBOARD FP Reader WIN 10 PRO","₦ 680,000"
DELL Inspirion 15 8TH GEN Intel Core I7-8565U 1.8 Upto 4.6ghz 1TB HDD 12GB Ram +2gb Graphics,"₦ 425,000"
"Hp Envy 13 Intel Core I7(512GB SSD,16GB RAM 2GB Nvidia Graphics )Backlit/ Touch 13.3"" Wins 10","₦ 590,000"
Hp Notebook - 15-Da2871nia Core™ I5-10210u - 15.6-Inches Touchscreen - 8gb Ram - 1tb Hdd,"₦ 350,000"
Hp 15-intel Corei5 Touchscreen-256GB SSD+16GB Optane /12GB RAM+ Free Mouse,"₦ 325,500"
"Hp 240 Intel Core I3 14 Inch 1TB HDD, 4GB RAM +10,000mah Powerbank","₦ 240,000"
"DELL Latitude E7470 Intel Core I5- 2.5GHz 8GB Ram 256 SSD 14"" Win10","₦ 320,000"
"Hp Spectre 14 Core I7 11th Gen 1TB+32GB Optane 16GB ""13.5""","₦ 967,500"
DELL Latitude 5400 Core I5-8265U 1.6ghz 8GB 256GB SSD 14'' Win10,"₦ 360,000"
"Lenovo Ideapad Intel Celeron 15.6"" (4GB/500GB) Wins 10+ 32GB FLASH + BAG","₦ 107,500"
"Lenovo 8th Generation Intel Core I3 2.0Ghz (1TB,4GB)Windows 10 +32gb Flash","₦ 208,000"
"Hp 15 Intel Pentium (1TB HDD, 8GB RAM,Windows 10 + Usb Led Light","₦ 225,000"
Hp ProBook X360 11 TouchScreen Intel Celeron 128gb 4gb Wins10,"₦ 197,000"
Hp ENVY 17 10TH GEN 16GB 1TB+256SSD 4GB NVIDIA WIN 1O TOUCH,"₦ 640,500"
Lenovo YOGA C740-14IML Core I5-10210U 256GB SSD 8GB Keybodlite FP,"₦ 399,900"
"Hp Pavilion X360 15-Cr0002nia 1.6GHz- 3.4 GHz Turbo Boost Intel Core-i5 8250U - 8GB RAM, 1TB HDD - Win 10","₦ 380,000"
"DELL XPS 13 7390:Core I5 1.6GHz Up To 4.2GHz 256GB SSD 8GB RAM,Touch,Keyboard Light,FP Reader Win10","₦ 550,000"
DELL XPS 13 9300 10TH GEN CORE I7 512GB 16GB 13.4’’ FULL HD+,"₦ 725,000"
"Hp Notebook 15- Intel Core I3 (4GB RAM/1TB HDD) 15.6"" Touch Screen, Windows 10+BAG","₦ 178,000"
XIAOMI Air 2019 13.3 Inch Laptop Windows 10 Intel Core I5-8250U 1.6GHz 8GB RAM 256GB SSD Fingerprint Sensor 1.0MP Camera-SILVER,"₦ 461,740"
"Hp Pavilion X360 15 Intel Core I5 Backlit Touchscreen (8GB RAM, 1TB HDD) 15.6-Inch Wins 10","₦ 359,999"
Hp 15 DA218 C15 1TB 8GB 2GB NVIDIA WIN 10,"₦ 343,000"
